000000000000000000000000000000000000            93
R0000000000000000000000000000000B000            35
R0000000000000000000000000000000B000            62
R0000000000000000000000000000000B000            64
R0000000000000000000000000000000B000            33
R0000000000000000000000000000000B000            86
R0000000000000000000000000000000B000            55
R0000000000000000000000000000000B000            66
R0000000000000000000000000000000B000            71
R0000000000000000000000000000000B000            48
R0000000000000000000000000000000B000            77
R0000000000000B00000000000000000B000            98
R0000000000000B00000000000000000B000            47
R0000000000000B00000000000000R00B000            33
R0000000000000B00000000000000R00B000            79
R0000000000000B00000000000000R00B000            95
R00000000000B0B00000000000000R00B000            34
R000000R0000B0B00000000000000R00B000            78
R000000R0000B0B00000000000000R00B000            89
R000000R0000B0B00000000000000R00B000            12
R000000R0000B0B00000000000000R00B000            74
R000000R00B0B0B00000000000000R00B000            53
R000000R00B0B0B0000R000000000R00B000            80
R000000R00B0B0B0000R000000000R00B000            54
R000000R00B0B0B0000R000000000R00B000            67
R000000R00B0B0B0000R000000B00R00B000            79
R000000R00B0B0B0000R000000B00R00B000            80
R000000R00B0B0B0000R000000B00R00B00R            15
R000000R00B0B0B0000R000000B00R00B00R            76
R000000R00B0B0B0000R000000B00R00B00R            8
R000000R00B0B0B0000R000000B00R00B00R            86
R000000R00B0B0B0000R000000B00R00B00R            88
R000000R00B0B0B0000R000000B00R00B00R            38
R000000R00B0B0B0000R000000B00R00B00R            43
R000000R00B0B0B0000R000000B00R00B00R            57
R000000R00B0B0B0000R000000B00R00B00R            26
R000B00R00B0B0B0000R000000B00R00B00R            17
R00RB00R00B0B0B0000R000000B00R00B00R            20
R00RB00R00B0B0B0000R000000B00R00B00R            8
R00RB00R00B0B0B0000R000000B00R00B00R            100
R00RB00R00B0B0B0000R000000B00R00B00R            25
R00RB00R00B0B0B0000R000000B00R00B00R            11
R00RB00R00B0B0B0000R000000B00R00B00R            55
R00RB00R00B0B0B0000R000000B00R00B00R            94
R00RB00R00B0B0B0000R000000B00R00B00R            39
R00RB00R00B0B0B0000R000000B00R00B00R            27
R00RB00R00B0B0B000BR000000B00R00B00R            58
R00RB00R00B0B0B000BR000000B00R00B00R            24
R00RB00R00B0B0B000BR00000RB00R00B00R            35
R00RB00R00B0B0B000BR00000RB00R00B00R            91
R00RB00R00B0B0B000BR00000RB00R00B00R            67
R00RB00R00B0B0B000BR0000BRB00R00B00R            39
R00RB00R00B0B0B000BR0000BRB00R00B0RR            13
R00RB00R00B0B0B000BR0000BRB00R00B0RR            71
R00RB00R00B0B0B000BR0000BRB00R00B0RR            88
R00RB00R00B0B0B000BR0000BRB00R00B0RR            25
R00RB00R00B0B0B000BR0000BRB00R00B0RR            8
R00RB00R00B0B0B000BR0000BRB00R00B0RR            53
R00RB00R00B0B0B000BR0000BRB00R00B0RR            90
R00RB00R00B0B0B000BR0000BRB00R00B0RR            93
R00RB00R00B0B0B000BR0000BRB00R00B0RR            48
R00RB00R00BBB0B000BR0000BRB00R00B0RR            89
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            17
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            49
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            16
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            98
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            59
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            92
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            90
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            34
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            53
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            48
RR0RB00R00BBB0B000BR0000BRB00R00B0RR            56
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            10
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            30
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            41
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            90
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            98
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            21
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            58
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            0
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            21
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            77
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            4
RRRRB00R00BBBBB000BR0000BRB00R00B0RR            52
RRRRB00R0BBBBBB000BR0000BRB00R00B000            42
RRRRBR0R0BBBBBB000BR0000BRB00R00B0RR            98
RRRRBR0R0BBBBBB000BR0000BRB00R00B0RR            31
RRRRBR0R0BBBBBB000BR0000BRB00R00B0RR            27
RRRRBR0R0BBBBBB000BR0000BRB00R00B0RR            12
RRRRBR0R0BBBBBB000BR0000BRB00R00B0RR            88
RRRRBR0R0BBBBBB000BR0000BRB00R00B0RR            9
RRRRBR0R0BBBBBB000BR0000BRB00R00B0RR            78
RRRRBR0R0BBBBBB000BR0000BRB00R00B0RR            1
RRRRBR0R0BBBBBB000BR0000BRB00R00B0RR            82
RRRRBR0R0BBBBBB0B0BR0000BRB00R000000            77
RRRRBRRR0BBBBBB0B0BR0000BRB00R00B0RR            41
RRRRBRRR0BBBBBB0B0BR0000BRB00R00B0RR            0
RRRRBRRR0BBBBBB0B0BR0000BRB00R00B0RR            80
RRRRBRRR0BBBBBB0B0BR0000BRB00R00B0RR            19
RRRRBRRR0BBBBBB0B0BR0000BRB00R00B0RR            77
RRRRBRRR0BBBBBB0BBBR0000BRB00R00B0RR            33
RRRRBRRRRBBBBBB0BBBR0000BRB00R00B0RR            76
RRRRBRRRRBBBBBB0BBBR0000BRB00R00B0RR            26
RRRRBRRRRBBBBBB0BBBR0000BRB00R00B0RR            89
RRRRBRRRRBBBBBB0BBBR0000BRB00R00B0RR            10
